發病日,居住縣市,居住鄉鎮,確定病例數
2023-08-28,雲林縣,斗南鎮,1
2023-08-28,高雄市,三民區,1
2023-08-28,高雄市,前鎮區,1
2023-08-28,高雄市,大寮區,4
2023-08-28,高雄市,左營區,1
2023-08-28,高雄市,梓官區,2
2023-08-28,高雄市,楠梓區,1
2023-08-29,台南市,中西區,11
2023-08-29,台南市,仁德區,6
2023-08-29,台南市,佳里區,1
2023-08-29,台南市,北區,12
2023-08-29,台南市,南區,25
2023-08-29,台南市,安南區,26
2023-08-29,台南市,安定區,1
2023-08-29,台南市,安平區,3
2023-08-29,台南市,新市區,1
2023-08-29,台南市,東區,31
2023-08-29,台南市,歸仁區,5
2023-08-29,台南市,永康區,27
2023-08-29,台南市,關廟區,1
2023-08-29,新北市,三重區,1
2023-08-29,桃園市,桃園區,1
2023-08-29,桃園市,蘆竹區,1
2023-08-29,雲林縣,古坑鄉,3
2023-08-29,高雄市,三民區,1
2023-08-29,高雄市,前鎮區,2
2023-08-29,高雄市,大寮區,5
2023-08-29,高雄市,左營區,2
2023-08-29,高雄市,鳳山區,1
2023-08-29,高雄市,鼓山區,1
2023-08-30,台中市,西屯區,1
2023-08-30,台北市,士林區,1
2023-08-30,台南市,中西區,8
2023-08-30,台南市,仁德區,1
2023-08-30,台南市,北區,21
2023-08-30,台南市,南區,23
2023-08-30,台南市,安南區,44
2023-08-30,台南市,安平區,5
2023-08-30,台南市,東區,41
2023-08-30,台南市,歸仁區,1
2023-08-30,台南市,永康區,21
2023-08-30,台南市,關廟區,8
2023-08-30,桃園市,蘆竹區,1
2023-08-30,雲林縣,古坑鄉,3
2023-08-30,高雄市,大寮區,1
2023-08-31,台中市,大甲區,1
2023-08-31,台中市,大里區,1
2023-08-31,台北市,文山區,1
2023-08-31,台南市,中西區,9
2023-08-31,台南市,仁德區,1
2023-08-31,台南市,北區,21
2023-08-31,台南市,南區,25
2023-08-31,台南市,安南區,57
2023-08-31,台南市,安定區,1
2023-08-31,台南市,安平區,2
2023-08-31,台南市,新市區,1
2023-08-31,台南市,東區,37
2023-08-31,台南市,歸仁區,3
2023-08-31,台南市,永康區,26
2023-08-31,台南市,關廟區,6
2023-08-31,新北市,板橋區,1
2023-08-31,桃園市,楊梅區,1
2023-08-31,雲林縣,古坑鄉,1
2023-08-31,高雄市,大樹區,1
2023-08-31,高雄市,小港區,1
2023-08-31,高雄市,左營區,1
2023-08-31,高雄市,湖內區,1
2023-08-31,高雄市,鼓山區,1
2023-09-01,台中市,大甲區,1
2023-09-01,台北市,中山區,1
2023-09-01,台南市,七股區,1
2023-09-01,台南市,中西區,13
2023-09-01,台南市,仁德區,3
2023-09-01,台南市,北區,21
2023-09-01,台南市,南化區,1
2023-09-01,台南市,南區,29
2023-09-01,台南市,學甲區,1
2023-09-01,台南市,安南區,59
2023-09-01,台南市,安平區,8
2023-09-01,台南市,新化區,1
2023-09-01,台南市,東區,61
2023-09-01,台南市,歸仁區,3
2023-09-01,台南市,永康區,40
2023-09-01,台南市,西港區,2
2023-09-01,台南市,關廟區,14
2023-09-01,新北市,永和區,1
2023-09-01,新竹市,北區,1
2023-09-01,新竹市,東區,3
2023-09-01,新竹縣,竹北市,2
2023-09-01,桃園市,八德區,1
2023-09-01,雲林縣,古坑鄉,2
2023-09-01,雲林縣,斗六市,4
2023-09-01,高雄市,大寮區,2
2023-09-01,高雄市,大樹區,1
2023-09-01,高雄市,小港區,1
2023-09-01,高雄市,左營區,2
2023-09-01,高雄市,旗山區,1
2023-09-01,高雄市,楠梓區,1
2023-09-01,高雄市,苓雅區,1
2023-09-01,高雄市,路竹區,1
2023-09-01,高雄市,阿蓮區,1
2023-09-01,高雄市,鳳山區,2
2023-09-02,台中市,南區,1
2023-09-02,台南市,中西區,16
2023-09-02,台南市,仁德區,5
2023-09-02,台南市,北區,27
2023-09-02,台南市,南區,35
2023-09-02,台南市,善化區,3
2023-09-02,台南市,安南區,39
2023-09-02,台南市,安平區,8
2023-09-02,台南市,將軍區,1
2023-09-02,台南市,新化區,1
2023-09-02,台南市,新市區,2
2023-09-02,台南市,東區,54
2023-09-02,台南市,歸仁區,1
2023-09-02,台南市,永康區,44
2023-09-02,台南市,西港區,1
2023-09-02,台南市,關廟區,9
2023-09-02,嘉義縣,竹崎鄉,1
2023-09-02,屏東縣,屏東市,1
2023-09-02,新北市,中和區,1
2023-09-02,桃園市,中壢區,1
2023-09-02,桃園市,大溪區,2
2023-09-02,桃園市,蘆竹區,1
2023-09-02,雲林縣,古坑鄉,5
2023-09-02,雲林縣,斗六市,3
2023-09-02,高雄市,前鎮區,2
2023-09-02,高雄市,大寮區,2
2023-09-02,高雄市,楠梓區,1
2023-09-02,高雄市,湖內區,1
2023-09-02,高雄市,苓雅區,1
2023-09-02,高雄市,鳳山區,3
2023-09-03,台南市,下營區,1
2023-09-03,台南市,中西區,10
2023-09-03,台南市,仁德區,2
2023-09-03,台南市,佳里區,3
2023-09-03,台南市,北區,25
2023-09-03,台南市,南區,35
2023-09-03,台南市,大內區,1
2023-09-03,台南市,安南區,52
2023-09-03,台南市,安定區,1
2023-09-03,台南市,安平區,10
2023-09-03,台南市,新市區,3
2023-09-03,台南市,東區,57
2023-09-03,台南市,永康區,39
2023-09-03,台南市,關廟區,14
2023-09-03,台南市,龍崎區,1
2023-09-03,嘉義縣,大林鎮,1
2023-09-03,屏東縣,屏東市,2
2023-09-03,桃園市,八德區,2
2023-09-03,雲林縣,古坑鄉,7
2023-09-03,雲林縣,斗六市,1
2023-09-03,高雄市,仁武區,1
2023-09-03,高雄市,內門區,1
2023-09-03,高雄市,前鎮區,1
2023-09-03,高雄市,大寮區,1
2023-09-03,高雄市,小港區,1
2023-09-03,高雄市,岡山區,1
2023-09-03,高雄市,左營區,1
2023-09-03,高雄市,楠梓區,1
2023-09-03,高雄市,湖內區,2
2023-09-03,高雄市,苓雅區,1
2023-09-03,高雄市,茄萣區,1
2023-09-03,高雄市,鳳山區,1
2023-09-04,台中市,清水區,1
2023-09-04,台中市,西區,1
2023-09-04,台南市,中西區,15
2023-09-04,台南市,仁德區,7
2023-09-04,台南市,佳里區,1
2023-09-04,台南市,北區,29
2023-09-04,台南市,南區,28
2023-09-04,台南市,善化區,1
2023-09-04,台南市,安南區,64
2023-09-04,台南市,安平區,8
2023-09-04,台南市,新化區,1
2023-09-04,台南市,新市區,1
2023-09-04,台南市,東區,64
2023-09-04,台南市,歸仁區,2
2023-09-04,台南市,永康區,50
2023-09-04,台南市,關廟區,9
2023-09-04,嘉義縣,民雄鄉,1
2023-09-04,嘉義縣,竹崎鄉,1
2023-09-04,新北市,新店區,1
2023-09-04,桃園市,蘆竹區,1
2023-09-04,雲林縣,古坑鄉,4
2023-09-04,高雄市,三民區,1
2023-09-04,高雄市,前鎮區,1
2023-09-04,高雄市,大寮區,1
2023-09-04,高雄市,左營區,1
2023-09-04,高雄市,新興區,1
2023-09-04,高雄市,楠梓區,1
2023-09-04,高雄市,橋頭區,1
2023-09-04,高雄市,鳳山區,2
2023-09-04,高雄市,鼓山區,1
2023-09-05,台南市,中西區,13
2023-09-05,台南市,仁德區,8
2023-09-05,台南市,佳里區,1
2023-09-05,台南市,北區,34
2023-09-05,台南市,南區,33
2023-09-05,台南市,大內區,1
2023-09-05,台南市,安南區,63
2023-09-05,台南市,安平區,3
2023-09-05,台南市,新化區,1
2023-09-05,台南市,新市區,1
2023-09-05,台南市,東區,54
2023-09-05,台南市,永康區,50
2023-09-05,台南市,關廟區,6
2023-09-05,嘉義縣,民雄鄉,1
2023-09-05,屏東縣,九如鄉,1
2023-09-05,雲林縣,古坑鄉,4
2023-09-05,高雄市,仁武區,1
2023-09-05,高雄市,前鎮區,2
2023-09-05,高雄市,桃源區,1
2023-09-05,高雄市,楠梓區,1
2023-09-05,高雄市,鳳山區,3
2023-09-05,高雄市,鹽埕區,2
2023-09-06,台南市,中西區,16
2023-09-06,台南市,仁德區,6
2023-09-06,台南市,佳里區,1
2023-09-06,台南市,北區,30
2023-09-06,台南市,南區,37
2023-09-06,台南市,善化區,1
2023-09-06,台南市,安南區,69
2023-09-06,台南市,安定區,1
2023-09-06,台南市,安平區,5
2023-09-06,台南市,新營區,1
2023-09-06,台南市,東區,62
2023-09-06,台南市,歸仁區,3
2023-09-06,台南市,永康區,50
2023-09-06,台南市,關廟區,5
2023-09-06,新竹縣,竹東鎮,1
2023-09-06,桃園市,蘆竹區,1
2023-09-06,雲林縣,古坑鄉,1
2023-09-06,雲林縣,斗六市,2
2023-09-06,雲林縣,林內鄉,1
2023-09-06,雲林縣,莿桐鄉,1
2023-09-06,高雄市,三民區,1
2023-09-06,高雄市,前鎮區,2
2023-09-06,高雄市,大寮區,1
2023-09-06,高雄市,左營區,3
2023-09-06,高雄市,旗山區,1
2023-09-06,高雄市,湖內區,1
2023-09-07,台北市,南港區,1
2023-09-07,台北市,松山區,1
2023-09-07,台南市,中西區,14
2023-09-07,台南市,仁德區,3
2023-09-07,台南市,佳里區,1
2023-09-07,台南市,北區,33
2023-09-07,台南市,南區,44
2023-09-07,台南市,學甲區,1
2023-09-07,台南市,安南區,63
2023-09-07,台南市,安定區,1
2023-09-07,台南市,安平區,12
2023-09-07,台南市,左鎮區,1
2023-09-07,台南市,新化區,2
2023-09-07,台南市,東區,61
2023-09-07,台南市,歸仁區,7
2023-09-07,台南市,永康區,50
2023-09-07,台南市,關廟區,5
2023-09-07,嘉義市,西區,1
2023-09-07,嘉義縣,太保市,1
2023-09-07,嘉義縣,民雄鄉,1
2023-09-07,屏東縣,屏東市,1
2023-09-07,新北市,汐止區,2
2023-09-07,雲林縣,古坑鄉,3
2023-09-07,雲林縣,斗六市,4
2023-09-07,雲林縣,虎尾鎮,1
2023-09-07,高雄市,三民區,4
2023-09-07,高雄市,前鎮區,2
2023-09-07,高雄市,大寮區,2
2023-09-07,高雄市,小港區,2
2023-09-07,高雄市,岡山區,1
2023-09-07,高雄市,左營區,2
2023-09-07,高雄市,楠梓區,2
2023-09-07,高雄市,湖內區,1
2023-09-08,南投縣,名間鄉,1
2023-09-08,台南市,中西區,21
2023-09-08,台南市,仁德區,6
2023-09-08,台南市,北區,42
2023-09-08,台南市,南區,37
2023-09-08,台南市,安南區,67
2023-09-08,台南市,安平區,9
2023-09-08,台南市,左鎮區,1
2023-09-08,台南市,新化區,3
2023-09-08,台南市,新營區,1
2023-09-08,台南市,東區,64
2023-09-08,台南市,歸仁區,2
2023-09-08,台南市,永康區,50
2023-09-08,台南市,關廟區,3
2023-09-08,嘉義市,東區,2
2023-09-08,嘉義市,西區,1
2023-09-08,嘉義縣,梅山鄉,2
2023-09-08,屏東縣,屏東市,2
2023-09-08,屏東縣,長治鄉,1
2023-09-08,彰化縣,彰化市,1
2023-09-08,新北市,板橋區,1
2023-09-08,雲林縣,古坑鄉,5
2023-09-08,高雄市,三民區,1
2023-09-08,高雄市,前鎮區,1
2023-09-08,高雄市,小港區,1
2023-09-08,高雄市,左營區,3
2023-09-08,高雄市,田寮區,1
2023-09-08,高雄市,苓雅區,1
2023-09-08,高雄市,鹽埕區,2
2023-09-08,高雄市,鼓山區,1
2023-09-09,台中市,大里區,1
2023-09-09,台中市,大雅區,1
2023-09-09,台南市,中西區,23
2023-09-09,台南市,仁德區,11
2023-09-09,台南市,北區,39
2023-09-09,台南市,南區,36
2023-09-09,台南市,善化區,1
2023-09-09,台南市,安南區,55
2023-09-09,台南市,安定區,1
2023-09-09,台南市,安平區,3
2023-09-09,台南市,新市區,1
2023-09-09,台南市,東區,54
2023-09-09,台南市,歸仁區,4
2023-09-09,台南市,永康區,35
2023-09-09,台南市,關廟區,1
2023-09-09,嘉義縣,竹崎鄉,2
2023-09-09,彰化縣,鹿港鎮,1
2023-09-09,雲林縣,古坑鄉,3
2023-09-09,雲林縣,斗六市,3
2023-09-09,雲林縣,虎尾鎮,2
2023-09-09,高雄市,前鎮區,1
2023-09-09,高雄市,大寮區,1
2023-09-09,高雄市,大社區,1
2023-09-09,高雄市,岡山區,2
2023-09-09,高雄市,左營區,3
2023-09-09,高雄市,苓雅區,4
2023-09-09,高雄市,鳳山區,1
2023-09-09,高雄市,鼓山區,1
2023-09-10,台北市,文山區,1
2023-09-10,台南市,中西區,17
2023-09-10,台南市,仁德區,10
2023-09-10,台南市,佳里區,1
2023-09-10,台南市,北區,29
2023-09-10,台南市,南區,48
2023-09-10,台南市,善化區,1
2023-09-10,台南市,安南區,49
2023-09-10,台南市,安定區,1
2023-09-10,台南市,安平區,8
2023-09-10,台南市,官田區,1
2023-09-10,台南市,新化區,1
2023-09-10,台南市,新市區,1
2023-09-10,台南市,東區,55
2023-09-10,台南市,歸仁區,3
2023-09-10,台南市,永康區,37
2023-09-10,台南市,關廟區,2
2023-09-10,嘉義縣,梅山鄉,1
2023-09-10,嘉義縣,民雄鄉,1
2023-09-10,嘉義縣,竹崎鄉,1
2023-09-10,新北市,板橋區,1
2023-09-10,雲林縣,古坑鄉,5
2023-09-10,雲林縣,西螺鎮,1
2023-09-10,高雄市,三民區,1
2023-09-10,高雄市,大寮區,3
2023-09-10,高雄市,小港區,3
2023-09-10,高雄市,左營區,4
2023-09-10,高雄市,苓雅區,1
2023-09-10,高雄市,鹽埕區,1
2023-09-11,台南市,中西區,19
2023-09-11,台南市,仁德區,6
2023-09-11,台南市,佳里區,1
2023-09-11,台南市,北區,31
2023-09-11,台南市,南區,37
2023-09-11,台南市,善化區,3
2023-09-11,台南市,大內區,1
2023-09-11,台南市,安南區,75
2023-09-11,台南市,安平區,9
2023-09-11,台南市,山上區,1
2023-09-11,台南市,左鎮區,1
2023-09-11,台南市,新化區,3
2023-09-11,台南市,東區,72
2023-09-11,台南市,歸仁區,9
2023-09-11,台南市,永康區,37
2023-09-11,台南市,西港區,1
2023-09-11,台南市,關廟區,5
2023-09-11,嘉義縣,大林鎮,2
2023-09-11,嘉義縣,梅山鄉,1
2023-09-11,嘉義縣,竹崎鄉,1
2023-09-11,屏東縣,屏東市,1
2023-09-11,雲林縣,古坑鄉,9
2023-09-11,雲林縣,斗六市,2
2023-09-11,雲林縣,虎尾鎮,1
2023-09-11,雲林縣,西螺鎮,1
2023-09-11,高雄市,小港區,2
2023-09-11,高雄市,左營區,1
2023-09-11,高雄市,苓雅區,2
2023-09-11,高雄市,路竹區,1
2023-09-11,高雄市,鹽埕區,2
2023-09-12,台南市,中西區,17
2023-09-12,台南市,仁德區,6
2023-09-12,台南市,北區,28
2023-09-12,台南市,南區,46
2023-09-12,台南市,善化區,1
2023-09-12,台南市,安南區,62
2023-09-12,台南市,安定區,2
2023-09-12,台南市,安平區,11
2023-09-12,台南市,新化區,1
2023-09-12,台南市,東區,59
2023-09-12,台南市,歸仁區,3
2023-09-12,台南市,永康區,39
2023-09-12,台南市,關廟區,3
2023-09-12,台南市,龍崎區,1
2023-09-12,嘉義縣,大林鎮,1
2023-09-12,嘉義縣,竹崎鄉,1
2023-09-12,雲林縣,古坑鄉,4
2023-09-12,雲林縣,斗六市,3
2023-09-12,高雄市,三民區,1
2023-09-12,高雄市,前鎮區,1
2023-09-12,高雄市,大社區,1
2023-09-12,高雄市,小港區,2
2023-09-12,高雄市,左營區,1
2023-09-12,高雄市,橋頭區,1
2023-09-12,高雄市,茄萣區,3
2023-09-12,高雄市,鳳山區,1
2023-09-13,台中市,南區,1
2023-09-13,台北市,萬華區,1
2023-09-13,台南市,七股區,1
2023-09-13,台南市,中西區,17
2023-09-13,台南市,仁德區,5
2023-09-13,台南市,北區,30
2023-09-13,台南市,南區,35
2023-09-13,台南市,善化區,1
2023-09-13,台南市,安南區,41
2023-09-13,台南市,安定區,2
2023-09-13,台南市,安平區,6
2023-09-13,台南市,新化區,1
2023-09-13,台南市,東區,47
2023-09-13,台南市,歸仁區,7
2023-09-13,台南市,永康區,32
2023-09-13,台南市,關廟區,5
2023-09-13,台南市,麻豆區,1
2023-09-13,屏東縣,屏東市,2
2023-09-13,桃園市,桃園區,1
2023-09-13,雲林縣,古坑鄉,4
2023-09-13,雲林縣,斗六市,1
2023-09-13,雲林縣,斗南鎮,1
2023-09-13,高雄市,大寮區,1
2023-09-13,高雄市,左營區,1
2023-09-13,高雄市,湖內區,1
2023-09-13,高雄市,苓雅區,1
2023-09-13,高雄市,鼓山區,1
2023-09-14,台中市,南區,1
2023-09-14,台南市,下營區,1
2023-09-14,台南市,中西區,15
2023-09-14,台南市,仁德區,5
2023-09-14,台南市,佳里區,1
2023-09-14,台南市,北區,31
2023-09-14,台南市,南區,28
2023-09-14,台南市,善化區,2
2023-09-14,台南市,安南區,47
2023-09-14,台南市,安平區,7
2023-09-14,台南市,新化區,3
2023-09-14,台南市,新市區,1
2023-09-14,台南市,東區,43
2023-09-14,台南市,歸仁區,7
2023-09-14,台南市,永康區,31
2023-09-14,台南市,關廟區,4
2023-09-14,屏東縣,屏東市,1
2023-09-14,桃園市,中壢區,1
2023-09-14,桃園市,大園區,1
2023-09-14,桃園市,楊梅區,1
2023-09-14,雲林縣,古坑鄉,5
2023-09-14,高雄市,三民區,3
2023-09-14,高雄市,仁武區,1
2023-09-14,高雄市,前金區,1
2023-09-14,高雄市,大寮區,1
2023-09-14,高雄市,小港區,1
2023-09-14,高雄市,左營區,1
2023-09-14,高雄市,新興區,1
2023-09-14,高雄市,湖內區,1
2023-09-14,高雄市,苓雅區,3
2023-09-14,高雄市,鹽埕區,1
2023-09-14,高雄市,鼓山區,1
2023-09-15,南投縣,南投市,1
2023-09-15,南投縣,埔里鎮,1
2023-09-15,台中市,大里區,1
2023-09-15,台南市,中西區,18
2023-09-15,台南市,仁德區,3
2023-09-15,台南市,北區,30
2023-09-15,台南市,南區,27
2023-09-15,台南市,善化區,1
2023-09-15,台南市,安南區,51
2023-09-15,台南市,安定區,2
2023-09-15,台南市,安平區,6
2023-09-15,台南市,新化區,2
2023-09-15,台南市,東區,50
2023-09-15,台南市,歸仁區,2
2023-09-15,台南市,永康區,38
2023-09-15,台南市,關廟區,3
2023-09-15,基隆市,中山區,1
2023-09-15,屏東縣,九如鄉,1
2023-09-15,屏東縣,屏東市,3
2023-09-15,新竹市,東區,2
2023-09-15,桃園市,平鎮區,1
2023-09-15,雲林縣,古坑鄉,4
2023-09-15,雲林縣,斗六市,2
2023-09-15,高雄市,三民區,1
2023-09-15,高雄市,旗山區,1
2023-09-15,高雄市,苓雅區,1
2023-09-15,高雄市,路竹區,1
2023-09-15,高雄市,鳳山區,1
2023-09-15,高雄市,鹽埕區,1
2023-09-15,高雄市,鼓山區,3
2023-09-16,台南市,中西區,21
2023-09-16,台南市,仁德區,8
2023-09-16,台南市,北區,33
2023-09-16,台南市,南區,28
2023-09-16,台南市,安南區,45
2023-09-16,台南市,安平區,10
2023-09-16,台南市,新營區,1
2023-09-16,台南市,東區,44
2023-09-16,台南市,歸仁區,4
2023-09-16,台南市,永康區,26
2023-09-16,台南市,關廟區,11
2023-09-16,嘉義縣,水上鄉,1
2023-09-16,屏東縣,佳冬鄉,1
2023-09-16,屏東縣,屏東市,1
2023-09-16,桃園市,八德區,1
2023-09-16,雲林縣,斗六市,1
2023-09-16,雲林縣,林內鄉,1
2023-09-16,高雄市,三民區,1
2023-09-16,高雄市,小港區,1
2023-09-16,高雄市,左營區,1
2023-09-16,高雄市,路竹區,1
2023-09-17,台南市,中西區,16
2023-09-17,台南市,仁德區,3
2023-09-17,台南市,佳里區,3
2023-09-17,台南市,北區,29
2023-09-17,台南市,南區,46
2023-09-17,台南市,安南區,49
2023-09-17,台南市,安平區,11
2023-09-17,台南市,新化區,1
2023-09-17,台南市,新市區,1
2023-09-17,台南市,東區,48
2023-09-17,台南市,歸仁區,3
2023-09-17,台南市,永康區,44
2023-09-17,台南市,關廟區,11
2023-09-17,台南市,鹽水區,1
2023-09-17,嘉義縣,中埔鄉,1
2023-09-17,屏東縣,屏東市,1
2023-09-17,新北市,三重區,1
2023-09-17,新竹縣,新埔鎮,1
2023-09-17,雲林縣,古坑鄉,7
2023-09-17,高雄市,前鎮區,1
2023-09-17,高雄市,大樹區,1
2023-09-17,高雄市,小港區,2
2023-09-17,高雄市,左營區,1
2023-09-17,高雄市,楠梓區,1
2023-09-17,高雄市,燕巢區,1
2023-09-17,高雄市,阿蓮區,1
2023-09-18,台中市,西屯區,1
2023-09-18,台南市,下營區,1
2023-09-18,台南市,中西區,29
2023-09-18,台南市,仁德區,4
2023-09-18,台南市,佳里區,1
2023-09-18,台南市,北區,35
2023-09-18,台南市,南區,43
2023-09-18,台南市,大內區,1
2023-09-18,台南市,安南區,56
2023-09-18,台南市,安平區,14
2023-09-18,台南市,東區,59
2023-09-18,台南市,歸仁區,5
2023-09-18,台南市,永康區,28
2023-09-18,台南市,關廟區,6
2023-09-18,台南市,龍崎區,1
2023-09-18,嘉義市,東區,1
2023-09-18,屏東縣,屏東市,3
2023-09-18,新北市,五股區,1
2023-09-18,新竹市,東區,2
2023-09-18,雲林縣,古坑鄉,4
2023-09-18,雲林縣,林內鄉,1
2023-09-18,高雄市,三民區,5
2023-09-18,高雄市,仁武區,1
2023-09-18,高雄市,前鎮區,1
2023-09-18,高雄市,左營區,2
2023-09-18,高雄市,杉林區,1
2023-09-18,高雄市,燕巢區,1
2023-09-18,高雄市,茄萣區,1
2023-09-18,高雄市,鳥松區,1
2023-09-18,高雄市,鳳山區,2
2023-09-18,高雄市,鹽埕區,2
2023-09-18,高雄市,鼓山區,1
2023-09-19,南投縣,南投市,1
2023-09-19,南投縣,埔里鎮,1
2023-09-19,南投縣,竹山鎮,1
2023-09-19,台北市,文山區,1
2023-09-19,台南市,中西區,21
2023-09-19,台南市,仁德區,6
2023-09-19,台南市,佳里區,2
2023-09-19,台南市,北區,30
2023-09-19,台南市,南區,36
2023-09-19,台南市,安南區,41
2023-09-19,台南市,安平區,6
2023-09-19,台南市,新市區,1
2023-09-19,台南市,新營區,1
2023-09-19,台南市,東區,45
2023-09-19,台南市,歸仁區,5
2023-09-19,台南市,永康區,34
2023-09-19,台南市,關廟區,12
2023-09-19,嘉義縣,布袋鎮,2
2023-09-19,嘉義縣,朴子市,2
2023-09-19,屏東縣,新園鄉,1
2023-09-19,新北市,五股區,1
2023-09-19,雲林縣,古坑鄉,3
2023-09-19,高雄市,前鎮區,1
2023-09-19,高雄市,小港區,1
2023-09-19,高雄市,左營區,2
2023-09-19,高雄市,燕巢區,1
2023-09-19,高雄市,苓雅區,2
2023-09-19,高雄市,阿蓮區,1
2023-09-19,高雄市,鳳山區,1
2023-09-20,南投縣,埔里鎮,1
2023-09-20,台中市,南屯區,1
2023-09-20,台南市,七股區,1
2023-09-20,台南市,中西區,15
2023-09-20,台南市,仁德區,5
2023-09-20,台南市,北區,35
2023-09-20,台南市,南區,34
2023-09-20,台南市,善化區,3
2023-09-20,台南市,安南區,53
2023-09-20,台南市,安定區,2
2023-09-20,台南市,安平區,4
2023-09-20,台南市,新化區,1
2023-09-20,台南市,東區,64
2023-09-20,台南市,歸仁區,5
2023-09-20,台南市,永康區,38
2023-09-20,台南市,西港區,1
2023-09-20,台南市,關廟區,6
2023-09-20,嘉義縣,梅山鄉,1
2023-09-20,屏東縣,來義鄉,1
2023-09-20,屏東縣,屏東市,3
2023-09-20,新北市,五股區,1
2023-09-20,新北市,八里區,1
2023-09-20,新北市,新店區,1
2023-09-20,雲林縣,古坑鄉,1
2023-09-20,雲林縣,斗六市,1
2023-09-20,高雄市,三民區,2
2023-09-20,高雄市,仁武區,1
2023-09-20,高雄市,大社區,1
2023-09-20,高雄市,左營區,2
2023-09-20,高雄市,新興區,2
2023-09-20,高雄市,湖內區,1
2023-09-20,高雄市,茄萣區,1
2023-09-20,高雄市,阿蓮區,3
2023-09-20,高雄市,鳥松區,1
2023-09-20,高雄市,鳳山區,3
2023-09-20,高雄市,鼓山區,1
2023-09-21,台北市,內湖區,1
2023-09-21,台南市,中西區,22
2023-09-21,台南市,仁德區,5
2023-09-21,台南市,佳里區,2
2023-09-21,台南市,六甲區,1
2023-09-21,台南市,北區,39
2023-09-21,台南市,南區,37
2023-09-21,台南市,安南區,45
2023-09-21,台南市,安定區,2
2023-09-21,台南市,安平區,12
2023-09-21,台南市,新化區,1
2023-09-21,台南市,東區,56
2023-09-21,台南市,歸仁區,3
2023-09-21,台南市,永康區,40
2023-09-21,台南市,關廟區,7
2023-09-21,台南市,麻豆區,1
2023-09-21,屏東縣,屏東市,1
2023-09-21,屏東縣,萬丹鄉,1
2023-09-21,新北市,五股區,2
2023-09-21,雲林縣,古坑鄉,5
2023-09-21,高雄市,三民區,1
2023-09-21,高雄市,小港區,2
2023-09-21,高雄市,左營區,3
2023-09-21,高雄市,湖內區,2
2023-09-21,高雄市,茄萣區,1
2023-09-21,高雄市,鳥松區,1
2023-09-21,高雄市,鼓山區,2
2023-09-22,台中市,北區,1
2023-09-22,台南市,中西區,21
2023-09-22,台南市,仁德區,11
2023-09-22,台南市,佳里區,3
2023-09-22,台南市,北區,36
2023-09-22,台南市,南區,42
2023-09-22,台南市,學甲區,1
2023-09-22,台南市,安南區,33
2023-09-22,台南市,安定區,3
2023-09-22,台南市,安平區,12
2023-09-22,台南市,新化區,3
2023-09-22,台南市,新市區,1
2023-09-22,台南市,東區,44
2023-09-22,台南市,歸仁區,3
2023-09-22,台南市,永康區,34
2023-09-22,台南市,關廟區,5
2023-09-22,嘉義市,東區,1
2023-09-22,嘉義縣,竹崎鄉,1
2023-09-22,屏東縣,屏東市,1
2023-09-22,屏東縣,麟洛鄉,1
2023-09-22,雲林縣,古坑鄉,1
2023-09-22,雲林縣,斗六市,1
2023-09-22,雲林縣,麥寮鄉,1
2023-09-22,高雄市,三民區,3
2023-09-22,高雄市,小港區,3
2023-09-22,高雄市,岡山區,1
2023-09-22,高雄市,左營區,2
2023-09-22,高雄市,燕巢區,1
2023-09-22,高雄市,田寮區,1
2023-09-22,高雄市,苓雅區,2
2023-09-22,高雄市,茄萣區,2
2023-09-22,高雄市,路竹區,1
2023-09-22,高雄市,鳳山區,3
2023-09-22,高雄市,鹽埕區,1
2023-09-22,高雄市,鼓山區,1
2023-09-23,台南市,七股區,1
2023-09-23,台南市,中西區,22
2023-09-23,台南市,仁德區,6
2023-09-23,台南市,北區,36
2023-09-23,台南市,南區,45
2023-09-23,台南市,安南區,45
2023-09-23,台南市,安定區,2
2023-09-23,台南市,安平區,8
2023-09-23,台南市,官田區,1
2023-09-23,台南市,新化區,1
2023-09-23,台南市,新市區,1
2023-09-23,台南市,東區,55
2023-09-23,台南市,歸仁區,5
2023-09-23,台南市,永康區,40
2023-09-23,台南市,關廟區,6
2023-09-23,台南市,麻豆區,1
2023-09-23,台南市,龍崎區,1
2023-09-23,嘉義縣,大林鎮,1
2023-09-23,嘉義縣,梅山鄉,1
2023-09-23,嘉義縣,竹崎鄉,1
2023-09-23,屏東縣,屏東市,5
2023-09-23,新北市,林口區,1
2023-09-23,雲林縣,古坑鄉,3
2023-09-23,雲林縣,斗南鎮,1
2023-09-23,高雄市,三民區,4
2023-09-23,高雄市,大寮區,2
2023-09-23,高雄市,岡山區,3
2023-09-23,高雄市,左營區,1
2023-09-23,高雄市,湖內區,1
2023-09-23,高雄市,田寮區,1
2023-09-23,高雄市,茄萣區,1
2023-09-23,高雄市,路竹區,1
2023-09-23,高雄市,阿蓮區,1
2023-09-23,高雄市,鳳山區,3
2023-09-23,高雄市,鹽埕區,3
2023-09-23,高雄市,鼓山區,2
2023-09-24,台南市,中西區,31
2023-09-24,台南市,仁德區,2
2023-09-24,台南市,佳里區,1
2023-09-24,台南市,北區,48
2023-09-24,台南市,南區,67
2023-09-24,台南市,善化區,1
2023-09-24,台南市,安南區,46
2023-09-24,台南市,安定區,1
2023-09-24,台南市,安平區,15
