發病日,居住縣市,居住鄉鎮,確定病例數
2015-08-02,高雄市,新興區,1
2015-08-02,高雄市,楠梓區,1
2015-08-03,台南市,中西區,5
2015-08-03,台南市,北區,31
2015-08-03,台南市,南區,1
2015-08-03,台南市,安南區,8
2015-08-03,台南市,安平區,2
2015-08-03,台南市,永康區,5
2015-08-03,台南市,麻豆區,1
2015-08-03,高雄市,三民區,3
2015-08-03,高雄市,左營區,2
2015-08-03,高雄市,阿蓮區,1
2015-08-03,高雄市,鳳山區,1
2015-08-04,台南市,中西區,4
2015-08-04,台南市,北區,21
2015-08-04,台南市,南區,3
2015-08-04,台南市,安南區,6
2015-08-04,台南市,安平區,3
2015-08-04,台南市,東區,2
2015-08-04,台南市,永康區,4
2015-08-04,高雄市,三民區,1
2015-08-04,高雄市,林園區,1
2015-08-04,高雄市,苓雅區,1
2015-08-04,高雄市,鳳山區,1
2015-08-04,高雄市,鼓山區,1
2015-08-05,台南市,七股區,1
2015-08-05,台南市,中西區,5
2015-08-05,台南市,北區,21
2015-08-05,台南市,南區,4
2015-08-05,台南市,安南區,6
2015-08-05,台南市,安定區,1
2015-08-05,台南市,安平區,1
2015-08-05,台南市,東區,9
2015-08-05,台南市,永康區,3
2015-08-05,台南市,麻豆區,1
2015-08-05,屏東縣,竹田鄉,1
2015-08-05,高雄市,左營區,1
2015-08-06,台南市,中西區,7
2015-08-06,台南市,北區,26
2015-08-06,台南市,南區,4
2015-08-06,台南市,善化區,1
2015-08-06,台南市,學甲區,1
2015-08-06,台南市,安南區,8
2015-08-06,台南市,安平區,2
2015-08-06,台南市,東區,4
2015-08-06,台南市,永康區,3
2015-08-06,高雄市,三民區,1
2015-08-06,高雄市,左營區,1
2015-08-06,高雄市,鳥松區,1
2015-08-06,高雄市,鼓山區,1
2015-08-07,台南市,中西區,3
2015-08-07,台南市,北區,30
2015-08-07,台南市,南區,4
2015-08-07,台南市,安南區,7
2015-08-07,台南市,安平區,2
2015-08-07,台南市,東區,1
2015-08-07,台南市,永康區,6
2015-08-07,嘉義市,東區,1
2015-08-07,新北市,中和區,1
2015-08-07,新竹市,北區,1
2015-08-07,高雄市,三民區,4
2015-08-07,高雄市,仁武區,1
2015-08-07,高雄市,楠梓區,1
2015-08-07,高雄市,鳳山區,2
2015-08-08,台南市,中西區,7
2015-08-08,台南市,北區,23
2015-08-08,台南市,南區,4
2015-08-08,台南市,善化區,1
2015-08-08,台南市,安南區,3
2015-08-08,台南市,安平區,3
2015-08-08,台南市,新營區,1
2015-08-08,台南市,東區,2
2015-08-08,台南市,永康區,2
2015-08-08,屏東縣,屏東市,1
2015-08-08,屏東縣,長治鄉,1
2015-08-08,高雄市,三民區,1
2015-08-08,高雄市,仁武區,3
2015-08-08,高雄市,大寮區,1
2015-08-08,高雄市,左營區,1
2015-08-08,高雄市,楠梓區,1
2015-08-08,高雄市,鳥松區,1
2015-08-09,台南市,中西區,2
2015-08-09,台南市,北區,30
2015-08-09,台南市,南區,9
2015-08-09,台南市,善化區,1
2015-08-09,台南市,安南區,5
2015-08-09,台南市,安平區,1
2015-08-09,台南市,東區,3
2015-08-09,台南市,永康區,8
2015-08-09,高雄市,三民區,1
2015-08-09,高雄市,前金區,1
2015-08-09,高雄市,左營區,1
2015-08-09,高雄市,鳥松區,1
2015-08-10,台南市,中西區,4
2015-08-10,台南市,北區,25
2015-08-10,台南市,南區,2
2015-08-10,台南市,善化區,4
2015-08-10,台南市,安南區,4
2015-08-10,台南市,安平區,2
2015-08-10,台南市,東區,4
2015-08-10,台南市,永康區,7
2015-08-10,桃園市,蘆竹區,1
2015-08-10,高雄市,三民區,5
2015-08-10,高雄市,大社區,2
2015-08-10,高雄市,左營區,2
2015-08-10,高雄市,苓雅區,1
2015-08-11,台南市,中西區,8
2015-08-11,台南市,仁德區,1
2015-08-11,台南市,北區,28
2015-08-11,台南市,南區,5
2015-08-11,台南市,善化區,2
2015-08-11,台南市,安南區,8
2015-08-11,台南市,安平區,4
2015-08-11,台南市,東區,4
2015-08-11,台南市,柳營區,1
2015-08-11,台南市,永康區,3
2015-08-11,屏東縣,屏東市,1
2015-08-11,高雄市,三民區,4
2015-08-12,台南市,中西區,8
2015-08-12,台南市,北區,38
2015-08-12,台南市,南區,7
2015-08-12,台南市,善化區,4
2015-08-12,台南市,安南區,3
2015-08-12,台南市,安平區,1
2015-08-12,台南市,東區,2
2015-08-12,台南市,楠西區,1
2015-08-12,台南市,永康區,4
2015-08-12,高雄市,三民區,3
2015-08-12,高雄市,仁武區,1
2015-08-12,高雄市,前金區,1
2015-08-12,高雄市,前鎮區,1
2015-08-12,高雄市,左營區,1
2015-08-12,高雄市,楠梓區,1
2015-08-12,高雄市,苓雅區,1
2015-08-12,高雄市,路竹區,2
2015-08-12,高雄市,鳳山區,1
2015-08-13,台南市,中西區,9
2015-08-13,台南市,北區,37
2015-08-13,台南市,南區,10
2015-08-13,台南市,善化區,1
2015-08-13,台南市,安南區,5
2015-08-13,台南市,安平區,1
2015-08-13,台南市,新市區,2
2015-08-13,台南市,新營區,1
2015-08-13,台南市,東區,2
2015-08-13,台南市,永康區,3
2015-08-13,台南市,麻豆區,1
2015-08-13,高雄市,三民區,6
2015-08-13,高雄市,橋頭區,1
2015-08-13,高雄市,鳳山區,1
2015-08-13,高雄市,鼓山區,1
2015-08-14,台中市,霧峰區,1
2015-08-14,台南市,中西區,10
2015-08-14,台南市,北區,46
2015-08-14,台南市,南區,3
2015-08-14,台南市,善化區,2
2015-08-14,台南市,學甲區,1
2015-08-14,台南市,安南區,13
2015-08-14,台南市,安定區,1
2015-08-14,台南市,安平區,3
2015-08-14,台南市,新營區,1
2015-08-14,台南市,東區,2
2015-08-14,台南市,永康區,6
2015-08-14,台南市,鹽水區,1
2015-08-14,高雄市,三民區,3
2015-08-14,高雄市,前鎮區,1
2015-08-14,高雄市,左營區,1
2015-08-14,高雄市,新興區,1
2015-08-14,高雄市,苓雅區,4
2015-08-14,高雄市,鳳山區,2
2015-08-15,台中市,霧峰區,1
2015-08-15,台南市,中西區,15
2015-08-15,台南市,仁德區,1
2015-08-15,台南市,佳里區,1
2015-08-15,台南市,北區,59
2015-08-15,台南市,南區,4
2015-08-15,台南市,善化區,3
2015-08-15,台南市,安南區,7
2015-08-15,台南市,安平區,2
2015-08-15,台南市,將軍區,1
2015-08-15,台南市,新市區,1
2015-08-15,台南市,東區,4
2015-08-15,台南市,永康區,8
2015-08-15,台南市,麻豆區,1
2015-08-15,高雄市,三民區,7
2015-08-15,高雄市,大樹區,1
2015-08-15,高雄市,左營區,1
2015-08-15,高雄市,楠梓區,1
2015-08-15,高雄市,路竹區,1
2015-08-15,高雄市,鳳山區,1
2015-08-16,台南市,中西區,18
2015-08-16,台南市,北區,42
2015-08-16,台南市,南區,13
2015-08-16,台南市,善化區,1
2015-08-16,台南市,學甲區,2
2015-08-16,台南市,安南區,14
2015-08-16,台南市,安平區,5
2015-08-16,台南市,新化區,1
2015-08-16,台南市,新營區,1
2015-08-16,台南市,東區,6
2015-08-16,台南市,東山區,1
2015-08-16,台南市,永康區,13
2015-08-16,台南市,白河區,2
2015-08-16,屏東縣,屏東市,2
2015-08-16,新北市,樹林區,1
2015-08-16,高雄市,三民區,9
2015-08-16,高雄市,大寮區,1
2015-08-16,高雄市,大社區,1
2015-08-16,高雄市,岡山區,1
2015-08-16,高雄市,左營區,3
2015-08-16,高雄市,湖內區,1
2015-08-16,高雄市,苓雅區,1
2015-08-16,高雄市,路竹區,1
2015-08-16,高雄市,鳳山區,1
2015-08-16,高雄市,鼓山區,1
2015-08-17,台北市,信義區,1
2015-08-17,台南市,中西區,14
2015-08-17,台南市,仁德區,1
2015-08-17,台南市,佳里區,1
2015-08-17,台南市,北區,68
2015-08-17,台南市,南區,13
2015-08-17,台南市,安南區,14
2015-08-17,台南市,安平區,3
2015-08-17,台南市,山上區,1
2015-08-17,台南市,新市區,1
2015-08-17,台南市,新營區,5
2015-08-17,台南市,東區,4
2015-08-17,台南市,永康區,16
2015-08-17,台南市,麻豆區,1
2015-08-17,新北市,三重區,1
2015-08-17,新竹縣,湖口鄉,1
2015-08-17,高雄市,三民區,11
2015-08-17,高雄市,仁武區,1
2015-08-17,高雄市,左營區,2
2015-08-17,高雄市,楠梓區,1
2015-08-17,高雄市,苓雅區,3
2015-08-17,高雄市,茄萣區,1
2015-08-17,高雄市,鼓山區,2
2015-08-18,台中市,西屯區,1
2015-08-18,台南市,中西區,17
2015-08-18,台南市,仁德區,2
2015-08-18,台南市,佳里區,1
2015-08-18,台南市,北區,72
2015-08-18,台南市,南區,17
2015-08-18,台南市,學甲區,1
2015-08-18,台南市,安南區,20
2015-08-18,台南市,安平區,4
2015-08-18,台南市,新營區,2
2015-08-18,台南市,東區,15
2015-08-18,台南市,永康區,15
2015-08-18,新北市,蘆洲區,1
2015-08-18,高雄市,三民區,8
2015-08-18,高雄市,仁武區,1
2015-08-18,高雄市,前金區,1
2015-08-18,高雄市,大寮區,1
2015-08-18,高雄市,大樹區,1
2015-08-18,高雄市,左營區,1
2015-08-18,高雄市,梓官區,1
2015-08-18,高雄市,茄萣區,1
2015-08-19,台中市,太平區,1
2015-08-19,台中市,豐原區,2
2015-08-19,台南市,中西區,18
2015-08-19,台南市,北區,51
2015-08-19,台南市,南區,22
2015-08-19,台南市,安南區,6
2015-08-19,台南市,安平區,6
2015-08-19,台南市,新營區,2
2015-08-19,台南市,東區,6
2015-08-19,台南市,永康區,16
2015-08-19,桃園市,平鎮區,1
2015-08-19,高雄市,三民區,9
2015-08-19,高雄市,前鎮區,2
2015-08-19,高雄市,左營區,3
2015-08-19,高雄市,苓雅區,1
2015-08-19,高雄市,路竹區,1
2015-08-19,高雄市,鳳山區,2
2015-08-19,高雄市,鼓山區,1
2015-08-20,台南市,中西區,16
2015-08-20,台南市,仁德區,4
2015-08-20,台南市,佳里區,1
2015-08-20,台南市,北區,63
2015-08-20,台南市,南區,25
2015-08-20,台南市,安南區,16
2015-08-20,台南市,安平區,3
2015-08-20,台南市,新營區,2
2015-08-20,台南市,東區,12
2015-08-20,台南市,歸仁區,2
2015-08-20,台南市,永康區,21
2015-08-20,台南市,麻豆區,2
2015-08-20,基隆市,信義區,1
2015-08-20,宜蘭縣,五結鄉,1
2015-08-20,屏東縣,屏東市,2
2015-08-20,新北市,三重區,1
2015-08-20,新北市,新莊區,1
2015-08-20,新北市,林口區,1
2015-08-20,新竹縣,新埔鎮,1
2015-08-20,新竹縣,湖口鄉,1
2015-08-20,桃園市,桃園區,1
2015-08-20,高雄市,三民區,12
2015-08-20,高雄市,仁武區,1
2015-08-20,高雄市,前金區,1
2015-08-20,高雄市,前鎮區,2
2015-08-20,高雄市,左營區,3
2015-08-20,高雄市,新興區,2
2015-08-20,高雄市,旗津區,1
2015-08-20,高雄市,楠梓區,1
2015-08-20,高雄市,苓雅區,2
2015-08-20,高雄市,鳳山區,1
2015-08-21,台中市,西屯區,1
2015-08-21,台南市,中西區,25
2015-08-21,台南市,佳里區,2
2015-08-21,台南市,北區,74
2015-08-21,台南市,南區,16
2015-08-21,台南市,善化區,2
2015-08-21,台南市,學甲區,1
2015-08-21,台南市,安南區,18
2015-08-21,台南市,安定區,1
2015-08-21,台南市,安平區,6
2015-08-21,台南市,新化區,1
2015-08-21,台南市,新營區,1
2015-08-21,台南市,東區,14
2015-08-21,台南市,永康區,25
2015-08-21,台南市,鹽水區,1
2015-08-21,屏東縣,枋寮鄉,1
2015-08-21,屏東縣,鹽埔鄉,1
2015-08-21,新北市,三重區,2
2015-08-21,新北市,板橋區,1
2015-08-21,新竹縣,新豐鄉,1
2015-08-21,高雄市,三民區,5
2015-08-21,高雄市,仁武區,1
2015-08-21,高雄市,左營區,1
2015-08-21,高雄市,旗津區,2
2015-08-21,高雄市,楠梓區,1
2015-08-21,高雄市,苓雅區,4
2015-08-21,高雄市,路竹區,2
2015-08-21,高雄市,鳳山區,1
2015-08-22,台南市,下營區,1
2015-08-22,台南市,中西區,25
2015-08-22,台南市,仁德區,1
2015-08-22,台南市,北區,74
2015-08-22,台南市,南區,20
2015-08-22,台南市,善化區,1
2015-08-22,台南市,安南區,17
2015-08-22,台南市,安平區,4
2015-08-22,台南市,新化區,1
2015-08-22,台南市,新市區,1
2015-08-22,台南市,新營區,5
2015-08-22,台南市,東區,12
2015-08-22,台南市,歸仁區,2
2015-08-22,台南市,永康區,27
2015-08-22,基隆市,信義區,1
2015-08-22,屏東縣,屏東市,1
2015-08-22,高雄市,三民區,11
2015-08-22,高雄市,仁武區,1
2015-08-22,高雄市,岡山區,1
2015-08-22,高雄市,左營區,1
2015-08-22,高雄市,林園區,1
2015-08-22,高雄市,苓雅區,1
2015-08-22,高雄市,茄萣區,1
2015-08-22,高雄市,鳳山區,2
2015-08-22,高雄市,鼓山區,1
2015-08-23,南投縣,埔里鎮,1
2015-08-23,台中市,北區,1
2015-08-23,台南市,中西區,19
2015-08-23,台南市,仁德區,2
2015-08-23,台南市,佳里區,1
2015-08-23,台南市,北區,60
2015-08-23,台南市,南區,29
2015-08-23,台南市,學甲區,1
2015-08-23,台南市,安南區,16
2015-08-23,台南市,安定區,1
2015-08-23,台南市,安平區,4
2015-08-23,台南市,官田區,1
2015-08-23,台南市,左鎮區,1
2015-08-23,台南市,新化區,1
2015-08-23,台南市,東區,13
2015-08-23,台南市,歸仁區,3
2015-08-23,台南市,永康區,18
2015-08-23,台南市,西港區,1
2015-08-23,屏東縣,屏東市,2
2015-08-23,桃園市,大園區,1
2015-08-23,桃園市,桃園區,1
2015-08-23,花蓮縣,壽豐鄉,1
2015-08-23,高雄市,三民區,8
2015-08-23,高雄市,前鎮區,1
2015-08-23,高雄市,左營區,1
2015-08-23,高雄市,楠梓區,1
2015-08-23,高雄市,湖內區,1
2015-08-23,高雄市,苓雅區,3
2015-08-23,高雄市,鳥松區,1
2015-08-23,高雄市,鳳山區,1
2015-08-24,台南市,中西區,23
2015-08-24,台南市,仁德區,2
2015-08-24,台南市,佳里區,3
2015-08-24,台南市,北區,59
2015-08-24,台南市,南區,23
2015-08-24,台南市,善化區,1
2015-08-24,台南市,學甲區,1
2015-08-24,台南市,安南區,13
2015-08-24,台南市,安定區,1
2015-08-24,台南市,安平區,5
2015-08-24,台南市,新化區,4
2015-08-24,台南市,東區,14
2015-08-24,台南市,柳營區,2
2015-08-24,台南市,永康區,21
2015-08-24,台南市,西港區,1
2015-08-24,屏東縣,屏東市,1
2015-08-24,高雄市,三民區,3
2015-08-24,高雄市,仁武區,1
2015-08-24,高雄市,左營區,2
2015-08-24,高雄市,燕巢區,1
2015-08-24,高雄市,苓雅區,2
2015-08-24,高雄市,鳳山區,1
2015-08-25,台南市,中西區,19
2015-08-25,台南市,北區,68
2015-08-25,台南市,南區,16
2015-08-25,台南市,善化區,1
2015-08-25,台南市,安南區,10
2015-08-25,台南市,安平區,10
2015-08-25,台南市,左鎮區,1
2015-08-25,台南市,新化區,1
2015-08-25,台南市,新營區,2
2015-08-25,台南市,東區,14
2015-08-25,台南市,柳營區,1
2015-08-25,台南市,永康區,16
2015-08-25,桃園市,中壢區,1
2015-08-25,高雄市,三民區,6
2015-08-25,高雄市,仁武區,1
2015-08-25,高雄市,前金區,1
2015-08-25,高雄市,大樹區,2
2015-08-25,高雄市,左營區,2
2015-08-25,高雄市,楠梓區,1
2015-08-25,高雄市,苓雅區,2
2015-08-25,高雄市,阿蓮區,2
2015-08-25,高雄市,鹽埕區,1
2015-08-25,高雄市,鼓山區,1
2015-08-26,台北市,中山區,1
2015-08-26,台南市,中西區,19
2015-08-26,台南市,仁德區,1
2015-08-26,台南市,北區,54
2015-08-26,台南市,南區,22
2015-08-26,台南市,安南區,17
2015-08-26,台南市,安平區,3
2015-08-26,台南市,山上區,1
2015-08-26,台南市,新化區,1
2015-08-26,台南市,新營區,2
2015-08-26,台南市,東區,10
2015-08-26,台南市,歸仁區,1
2015-08-26,台南市,永康區,12
2015-08-26,彰化縣,員林市,1
2015-08-26,高雄市,三民區,4
2015-08-26,高雄市,大社區,1
2015-08-26,高雄市,左營區,4
2015-08-26,高雄市,梓官區,1
2015-08-26,高雄市,苓雅區,3
2015-08-26,高雄市,鳳山區,2
2015-08-26,高雄市,鼓山區,1
2015-08-27,台南市,中西區,32
2015-08-27,台南市,仁德區,1
2015-08-27,台南市,佳里區,1
2015-08-27,台南市,北區,61
2015-08-27,台南市,南區,21
2015-08-27,台南市,學甲區,2
2015-08-27,台南市,安南區,16
2015-08-27,台南市,安平區,5
2015-08-27,台南市,新營區,4
2015-08-27,台南市,東區,9
2015-08-27,台南市,柳營區,1
2015-08-27,台南市,永康區,19
2015-08-27,嘉義縣,布袋鎮,1
2015-08-27,彰化縣,彰化市,1
2015-08-27,桃園市,中壢區,1
2015-08-27,桃園市,桃園區,1
2015-08-27,苗栗縣,頭份市,1
2015-08-27,金門縣,烈嶼鄉,1
2015-08-27,雲林縣,北港鎮,1
2015-08-27,高雄市,三民區,8
2015-08-27,高雄市,前金區,1
2015-08-27,高雄市,大社區,1
2015-08-27,高雄市,左營區,2
2015-08-27,高雄市,楠梓區,1
2015-08-27,高雄市,燕巢區,1
2015-08-27,高雄市,苓雅區,1
2015-08-27,高雄市,茄萣區,1
2015-08-27,高雄市,鹽埕區,1
2015-08-28,台中市,西屯區,1
2015-08-28,台南市,下營區,1
2015-08-28,台南市,中西區,35
2015-08-28,台南市,仁德區,1
2015-08-28,台南市,佳里區,1
2015-08-28,台南市,六甲區,1
2015-08-28,台南市,北區,60
2015-08-28,台南市,南區,36
2015-08-28,台南市,善化區,1
2015-08-28,台南市,安南區,23
2015-08-28,台南市,安定區,1
2015-08-28,台南市,安平區,4
2015-08-28,台南市,新化區,1
2015-08-28,台南市,新市區,1
2015-08-28,台南市,新營區,6
2015-08-28,台南市,東區,11
2015-08-28,台南市,楠西區,1
2015-08-28,台南市,歸仁區,1
2015-08-28,台南市,永康區,31
2015-08-28,台南市,玉井區,1
2015-08-28,台南市,關廟區,1
2015-08-28,台南市,麻豆區,2
2015-08-28,宜蘭縣,宜蘭市,1
2015-08-28,新竹市,東區,1
2015-08-28,高雄市,三民區,6
2015-08-28,高雄市,仁武區,1
2015-08-28,高雄市,前金區,3
2015-08-28,高雄市,前鎮區,2
2015-08-28,高雄市,大樹區,1
2015-08-28,高雄市,小港區,1
2015-08-28,高雄市,左營區,5
2015-08-28,高雄市,楠梓區,1
2015-08-28,高雄市,湖內區,1
2015-08-28,高雄市,苓雅區,5
2015-08-28,高雄市,茄萣區,1
2015-08-28,高雄市,鳥松區,1
2015-08-28,高雄市,鳳山區,4
2015-08-29,台南市,中西區,47
2015-08-29,台南市,仁德區,6
2015-08-29,台南市,佳里區,3
2015-08-29,台南市,北區,82
2015-08-29,台南市,南區,27
2015-08-29,台南市,善化區,3
2015-08-29,台南市,學甲區,1
2015-08-29,台南市,安南區,14
2015-08-29,台南市,安平區,12
2015-08-29,台南市,官田區,1
2015-08-29,台南市,新營區,4
2015-08-29,台南市,東區,11
2015-08-29,台南市,柳營區,1
2015-08-29,台南市,永康區,29
2015-08-29,嘉義縣,朴子市,1
2015-08-29,嘉義縣,義竹鄉,1
2015-08-29,屏東縣,屏東市,1
2015-08-29,新北市,板橋區,1
2015-08-29,桃園市,龜山區,1
2015-08-29,高雄市,三民區,10
2015-08-29,高雄市,前金區,2
2015-08-29,高雄市,前鎮區,1
2015-08-29,高雄市,左營區,4
2015-08-29,高雄市,楠梓區,1
2015-08-29,高雄市,湖內區,1
2015-08-29,高雄市,苓雅區,1
2015-08-29,高雄市,茄萣區,1
2015-08-29,高雄市,鳥松區,2
2015-08-29,高雄市,鳳山區,1
2015-08-30,台南市,七股區,1
2015-08-30,台南市,中西區,64
2015-08-30,台南市,佳里區,2
2015-08-30,台南市,北區,94
2015-08-30,台南市,南區,47
2015-08-30,台南市,善化區,2
2015-08-30,台南市,學甲區,1
2015-08-30,台南市,安南區,22
2015-08-30,台南市,安定區,1
2015-08-30,台南市,安平區,10
2015-08-30,台南市,新化區,1
2015-08-30,台南市,新市區,2
2015-08-30,台南市,新營區,6
2015-08-30,台南市,東區,21
2015-08-30,台南市,楠西區,1
2015-08-30,台南市,永康區,30
2015-08-30,台南市,關廟區,1
2015-08-30,台南市,麻豆區,2
2015-08-30,新竹縣,竹北市,1
2015-08-30,澎湖縣,白沙鄉,1
2015-08-30,高雄市,三民區,9
2015-08-30,高雄市,仁武區,1
2015-08-30,高雄市,前金區,1
2015-08-30,高雄市,前鎮區,2
2015-08-30,高雄市,大樹區,1
2015-08-30,高雄市,左營區,4
2015-08-30,高雄市,林園區,1
2015-08-30,高雄市,楠梓區,2
2015-08-30,高雄市,湖內區,1
2015-08-30,高雄市,苓雅區,7
2015-08-30,高雄市,茄萣區,1
2015-08-30,高雄市,鳥松區,1
2015-08-30,高雄市,鳳山區,2
2015-08-30,高雄市,鹽埕區,1
2015-08-31,台北市,中正區,1
2015-08-31,台南市,七股區,1
2015-08-31,台南市,下營區,1
2015-08-31,台南市,中西區,56
2015-08-31,台南市,仁德區,4
2015-08-31,台南市,佳里區,2
2015-08-31,台南市,北區,135
2015-08-31,台南市,南區,53
2015-08-31,台南市,大內區,1
2015-08-31,台南市,學甲區,2
2015-08-31,台南市,安南區,28
2015-08-31,台南市,安定區,1
2015-08-31,台南市,安平區,12
2015-08-31,台南市,官田區,1
2015-08-31,台南市,左鎮區,1
2015-08-31,台南市,新化區,1
2015-08-31,台南市,新市區,1
2015-08-31,台南市,新營區,5
2015-08-31,台南市,東區,27
2015-08-31,台南市,歸仁區,3
2015-08-31,台南市,永康區,50
2015-08-31,台南市,玉井區,1
2015-08-31,台南市,西港區,1
2015-08-31,台南市,鹽水區,1
2015-08-31,嘉義縣,大林鎮,1
2015-08-31,新北市,板橋區,1
2015-08-31,新北市,瑞芳區,1
2015-08-31,新竹市,北區,1
2015-08-31,高雄市,三民區,3
2015-08-31,高雄市,仁武區,1
2015-08-31,高雄市,前金區,2
2015-08-31,高雄市,前鎮區,1
2015-08-31,高雄市,大寮區,1
2015-08-31,高雄市,大樹區,1
2015-08-31,高雄市,大社區,3
2015-08-31,高雄市,左營區,7
2015-08-31,高雄市,彌陀區,1
2015-08-31,高雄市,新興區,2
2015-08-31,高雄市,旗津區,1
2015-08-31,高雄市,湖內區,1
2015-08-31,高雄市,苓雅區,2
2015-08-31,高雄市,鳳山區,1
2015-08-31,高雄市,鼓山區,1
2015-09-01,台中市,南區,1
2015-09-01,台北市,文山區,1
2015-09-01,台南市,七股區,1
2015-09-01,台南市,中西區,81
2015-09-01,台南市,仁德區,3
2015-09-01,台南市,佳里區,4
2015-09-01,台南市,北區,133
2015-09-01,台南市,南區,64
2015-09-01,台南市,善化區,2
2015-09-01,台南市,大內區,1
2015-09-01,台南市,學甲區,1
2015-09-01,台南市,安南區,28
2015-09-01,台南市,安平區,15
2015-09-01,台南市,官田區,3
2015-09-01,台南市,新化區,2
2015-09-01,台南市,新市區,1
2015-09-01,台南市,新營區,4
2015-09-01,台南市,東區,39
2015-09-01,台南市,永康區,54
2015-09-01,台南市,麻豆區,1
2015-09-01,嘉義市,東區,1
2015-09-01,嘉義市,西區,2
2015-09-01,新北市,中和區,2
2015-09-01,高雄市,三民區,21
2015-09-01,高雄市,仁武區,1
2015-09-01,高雄市,前金區,2
2015-09-01,高雄市,前鎮區,1
2015-09-01,高雄市,大寮區,1
2015-09-01,高雄市,左營區,8
2015-09-01,高雄市,新興區,2
2015-09-01,高雄市,旗津區,1
2015-09-01,高雄市,林園區,2
2015-09-01,高雄市,梓官區,1
2015-09-01,高雄市,楠梓區,2
2015-09-01,高雄市,苓雅區,2
2015-09-01,高雄市,茄萣區,1
2015-09-01,高雄市,路竹區,2
2015-09-01,高雄市,鹽埕區,1
2015-09-01,高雄市,鼓山區,1
2015-09-02,台北市,北投區,1
2015-09-02,台南市,下營區,1
2015-09-02,台南市,中西區,65
2015-09-02,台南市,仁德區,6
2015-09-02,台南市,北區,133
2015-09-02,台南市,南區,68
2015-09-02,台南市,善化區,2
2015-09-02,台南市,大內區,1
2015-09-02,台南市,學甲區,1
2015-09-02,台南市,安南區,28
2015-09-02,台南市,安定區,2
2015-09-02,台南市,安平區,18
2015-09-02,台南市,官田區,1
2015-09-02,台南市,新化區,2
2015-09-02,台南市,新營區,4
2015-09-02,台南市,東區,26
2015-09-02,台南市,柳營區,1
2015-09-02,台南市,永康區,53
2015-09-02,台南市,玉井區,1
2015-09-02,台南市,麻豆區,2
2015-09-02,屏東縣,屏東市,1
2015-09-02,桃園市,桃園區,1
2015-09-02,澎湖縣,馬公市,1
2015-09-02,花蓮縣,花蓮市,1
2015-09-02,金門縣,金城鎮,1
2015-09-02,高雄市,三民區,18
2015-09-02,高雄市,仁武區,1
2015-09-02,高雄市,前金區,5
2015-09-02,高雄市,左營區,5
2015-09-02,高雄市,楠梓區,2
2015-09-02,高雄市,苓雅區,5
2015-09-02,高雄市,鳥松區,1
2015-09-02,高雄市,鳳山區,3
2015-09-02,高雄市,鹽埕區,1
2015-09-02,高雄市,鼓山區,2
2015-09-03,台中市,大雅區,1
2015-09-03,台中市,沙鹿區,1
2015-09-03,台中市,西屯區,1
2015-09-03,台北市,中山區,1
2015-09-03,台北市,內湖區,1
2015-09-03,台南市,中西區,75
2015-09-03,台南市,仁德區,3
2015-09-03,台南市,北區,131
2015-09-03,台南市,南區,72
2015-09-03,台南市,善化區,2
2015-09-03,台南市,安南區,25
2015-09-03,台南市,安平區,11
2015-09-03,台南市,官田區,2
2015-09-03,台南市,新營區,4
2015-09-03,台南市,東區,44
2015-09-03,台南市,歸仁區,2
2015-09-03,台南市,永康區,29
2015-09-03,台南市,西港區,1
2015-09-03,台南市,鹽水區,1
2015-09-03,嘉義縣,朴子市,1
2015-09-03,屏東縣,東港鎮,1
2015-09-03,桃園市,中壢區,1
2015-09-03,桃園市,大園區,1
2015-09-03,桃園市,桃園區,1
2015-09-03,高雄市,三民區,14
2015-09-03,高雄市,仁武區,2
2015-09-03,高雄市,前金區,4
2015-09-03,高雄市,大寮區,2
2015-09-03,高雄市,左營區,4
2015-09-03,高雄市,旗津區,1
2015-09-03,高雄市,梓官區,1
2015-09-03,高雄市,楠梓區,1
2015-09-03,高雄市,燕巢區,1
2015-09-03,高雄市,苓雅區,3
2015-09-03,高雄市,茄萣區,2
2015-09-03,高雄市,阿蓮區,1
2015-09-03,高雄市,鳳山區,4
2015-09-03,高雄市,鹽埕區,1
2015-09-03,高雄市,鼓山區,4
2015-09-04,南投縣,竹山鎮,1
2015-09-04,台中市,烏日區,1
2015-09-04,台北市,大安區,1
2015-09-04,台南市,中西區,80
2015-09-04,台南市,仁德區,3
2015-09-04,台南市,六甲區,1
2015-09-04,台南市,北區,124
2015-09-04,台南市,南區,69
2015-09-04,台南市,學甲區,2
2015-09-04,台南市,安南區,34
2015-09-04,台南市,安定區,1
2015-09-04,台南市,安平區,8
2015-09-04,台南市,將軍區,1
2015-09-04,台南市,新化區,2
2015-09-04,台南市,新營區,7
2015-09-04,台南市,東區,43
2015-09-04,台南市,柳營區,1
2015-09-04,台南市,歸仁區,1
2015-09-04,台南市,永康區,50
2015-09-04,台南市,鹽水區,1
2015-09-04,屏東縣,屏東市,1
2015-09-04,新竹縣,竹東鎮,1
2015-09-04,桃園市,中壢區,2
2015-09-04,花蓮縣,花蓮市,1
2015-09-04,苗栗縣,苑裡鎮,1
2015-09-04,高雄市,三民區,21
2015-09-04,高雄市,前金區,3
2015-09-04,高雄市,前鎮區,3
2015-09-04,高雄市,大社區,1
2015-09-04,高雄市,小港區,1
2015-09-04,高雄市,旗山區,1
2015-09-04,高雄市,旗津區,1
2015-09-04,高雄市,楠梓區,8
